Date,Time,Location,Subregion,Operator,FlightType,Cause,Aboard,Fatalities,FatalityRate
05/13/1957,,"Near San Carlos de Bariloche, Argentina",South America,Lineas Aereas del Estado,commercial,"fuel, weather, cfit",16.0,16.0,1.0
05/13/1957,03:35,"Narsarressuak, Greenland",Northern America,U.S. Overseas Airways,commercial,weather,3.0,2.0,0.6666666666666666
05/13/1957,,"New Delhi, India",Southern Asia,Indian Airlines,commercial,pilot_error,2.0,2.0,2.5
06/14/1957,23:10,"Near Moscow, Russia",Eastern Europe,LOT Polish Airlines,commercial,"weather, cfit, pilot_error",13.0,9.0,0.6923076923076923
06/18/1957,,"Bodensee, Switzerland",Western Europe,Swissair,commercial,pilot_error,9.0,9.0,1.0
06/22/1957,07:50,"Near Clarksburg, Maryland",Northern America,Capital Airlines,commercial,pilot_error,3.0,3.0,1.0
06/23/1957,14:20,"Port Hardy, BC, Canada",Northern America,Queen Charlotte Airlines,commercial,mechanical,18.0,14.0,0.7777777777777778
07/01/1957,,"Bay of Bengal, Pakistan",Southern Asia,Pakistan International Airlines,commercial,weather,24.0,24.0,1.0
07/16/1957,03:36,"Near Biak, Indonesia",South-eastern Asia,KLM Royal Dutch Airlines,commercial,"fire, cfit",68.0,58.0,0.8529411764705882
07/25/1957,03:37,"Daggett, California",Northern America,Western Airlines,commercial,"sabotage, fire, cfit",16.0,1.0,0.0625
08/11/1957,14:15,"Near Issoudun, Quebec, Canada",Northern America,Maritime Central Airways,commercial,"fire, weather",79.0,79.0,1.0
08/15/1957,,"Copenhagen, Denmark",Northern Europe,Aeroflot,commercial,unknown,23.0,23.0,1.0
08/20/1957,,"Assam, India",Southern Asia,Indamer,commercial,pilot_error,8.0,8.0,1.0
08/29/1957,,"Near Juticalpa, Honduras",Central America,Sahsa Airlines,commercial,unknown,12.0,12.0,1.0
09/03/1957,,"Niquitao, Venezuela",South America,Avensa,commercial,"weather, collision, cfit, pilot_error",8.0,8.0,1.0
09/15/1957,20:46,"New Bedford, Massachusett",Northern America,Northeast Airlines,commercial,"weather, cfit, pilot_error",24.0,12.0,0.5
09/18/1957,21:20,"Montevideo,  Uruguay",South America,REAL,commercial,"weather, pilot_error",35.0,1.0,0.02857142857142857
09/28/1957,,,unknown,British European Airways,commercial,weather,3.0,3.0,1.0
10/03/1957,,"Beirut, Lebanon",Western Asia,Lebanese International Airways,commercial,cfit,27.0,27.0,1.0
10/23/1957,16:51,"Belfast, Ireland",Northern Europe,British European Airways,commercial,weather,7.0,7.0,1.0
10/28/1957,18:05,"Madrid, Spain",Southern Europe,Iberia Airlines,commercial,"fire, mechanical",21.0,21.0,1.0
10/30/1957,,"Near Campeche, Mexico",Central America,Transportes Aereos Mexicanos,commercial,unknown,3.0,3.0,1.0
11/06/1957,,"Bristol, England",Northern Europe,Bristol Aeroplane Co.,commercial,mechanical,15.0,15.0,1.0
11/09/1957,16:27,"900 miles E of Honolulu, Hawaii, PacifiOcean",unknown,Pan American World Airways,commercial,fire,44.0,44.0,1.0
11/15/1957,20:08,"Near Palma de Mallorca, Spain",Southern Europe,Aviaco,commercial,"weather, cfit, pilot_error",4.0,4.0,1.0
11/15/1957,22:54,"Chessell Down Hants, England",Northern Europe,Aquilla Airways,commercial,mechanical,58.0,43.0,0.7413793103448276
11/21/1957,11:33,"Christchurch, New Zealand",Australia and New Zealand,Straits Air Freight Express,commercial,mechanical,4.0,4.0,1.0
12/08/1957,16:45,"Bolivar, Argentina",South America,Aerolineas Argentinas,commercial,"mechanical, weather, pilot_error",61.0,61.0,1.0
12/10/1957,,"Jeannine Lake, Quebec, Canada",Northern America,Northern Wings,commercial,unknown,3.0,3.0,1.0
12/11/1957,13:12,"Ozamis City, Philippines",South-eastern Asia,Philippine Air Lines,commercial,"weather, cfit, pilot_error",12.0,2.0,0.16666666666666666
12/23/1957,,"Stansted, England",Northern Europe,Scottish Airlines,commercial,pilot_error,4.0,4.0,1.0
12/23/1957,16:00,"Off Oahu, Hawaii",Northern America,Military - U.S. Navy,military,"mechanical, cfit, pilot_error",23.0,19.0,0.8260869565217391
12/31/1957,,"Buenos Aires, Argentina",South America,Aerolineas Argentinas,commercial,mechanical,51.0,9.0,0.17647058823529413
01/16/1958,,"Belem, Brazil",South America,Cruzeiro,commercial,mechanical,3.0,3.0,1.0
01/20/1958,,"Near La Paz, Bolivia",South America,TAM (Bolivia),commercial,cfit,11.0,11.0,1.0
02/01/1958,,"Rio de Janeiro, Brazil",South America,Loide Aéreo Nacional,commercial,"fire, mechanical, pilot_error",67.0,5.0,0.07462686567164178
05/15/1958,,"New Delhi, India",Southern Asia,Pakistan International Airlines,commercial,pilot_error,38.0,21.0,0.6052631578947368
02/01/1958,19:15,"Norwalk, California",Northern America,Military - U.S.  Air Force / Military - U.S. Navy,military,"collision, pilot_error",49.0,47.0,0.9795918367346939
02/06/1958,14:17,"Munich, Germany",Western Europe,British European Airways,commercial,weather,44.0,23.0,0.5227272727272727
02/19/1958,,"Motu Taoru, France",Western Europe,Réseau Aérien Interinsulaire,commercial,"mechanical, cfit",15.0,15.0,1.0
02/20/1958,05:35,"Off Corvo Island, Azores",Southern Europe,Military - U.S. Navy,military,undetermined,22.0,22.0,1.0
02/27/1958,09:45,"Horwich, Lancs, England",Northern Europe,Silver City Airways,commercial,cfit,42.0,35.0,0.8333333333333334
03/07/1958,19:45,"Off Ryukyu Islands, Okinawa",Eastern Asia,Military - U.S. Marine Corps/Military - U.S. Marine Corps,military,"mechanical, collision, pilot_error",26.0,26.0,1.0
03/07/1958,,"Menzalah Lake, Egypt",Northern Africa,Misrair,commercial,cfit,26.0,8.0,0.3076923076923077
03/22/1958,02:05,"Grants, New Mexico",Northern America,Private,civilian,weather,4.0,4.0,1.0
03/24/1958,,"Near Kathmandu, Nepal",Southern Asia,Indian Airlines,commercial,pilot_error,20.0,20.0,1.0
03/25/1958,,"Miami, Florida",Northern America,Braniff Airlines,commercial,"fire, mechanical, pilot_error",24.0,9.0,0.375
03/27/1958,16:15,"Bridgeport, Texas",Northern America,Military - U.S. Air Force/Military - U.S. Air Force,military,collision,18.0,18.0,1.0
04/02/1958,,"Quito, Ecuador",South America,Transportes Aereos Orientales,commercial,unknown,14.0,3.0,0.21428571428571427
04/06/1958,23:19,"Freeland, Michigan",Northern America,Capital Airlines,commercial,"mechanical, weather, cfit, pilot_error",47.0,47.0,1.0
04/07/1958,09:00,"Mt. Illiniza, Ecuador",South America,AREA,commercial,"cfit, pilot_error",32.0,32.0,1.0
04/14/1958,20:07,"Off Castell de Fels, Spain",Southern Europe,Aviaco,commercial,"cfit, pilot_error",16.0,16.0,1.0
04/21/1958,08:30,"Near Sloan, 10 miles SW of Las Vegas, Nevada",Northern America,United Air Lines / Military - U.S. Air Force,military,"mechanical, weather",49.0,49.0,1.0
05/18/1958,04:30,"Near Casablanca, Morocco",Northern Africa,Sabena,commercial,"fire, mechanical, weather, pilot_error",65.0,61.0,0.9384615384615385
05/20/1958,11:29,"Brunswick, Maryland",Northern America,Capital Airlines / Military - Air National Guard,military,"mechanical, collision, pilot_error",11.0,11.0,1.0
05/25/1958,,"Gurgaon, India",Southern Asia,Dan-Air Services,commercial,"fire, mechanical, cfit",5.0,4.0,0.8
05/31/1958,,"SW of Algiers, Algeria",Northern Africa,Air France,commercial,cfit,15.0,15.0,1.0
05/31/1958,,"Rio de Janeiro, Brazil",South America,Paraense Transportes Aéreos,commercial,unknown,4.0,4.0,1.0
06/02/1958,05:23,"Manila, Philippines",South-eastern Asia,Pan American World Airways,commercial,"mechanical, weather",57.0,1.0,0.017543859649122806
06/02/1958,,"Near Guadalajara, Mexico",Central America,Aeronaves de Mexico,commercial,"cfit, pilot_error",45.0,45.0,1.0
06/04/1958,13:58,"Martinsburg, West Virginia",Northern America,Capital Airlines,commercial,"mechanical, pilot_error",3.0,1.0,0.3333333333333333
06/16/1958,,"Curitiba, Brazil",South America,Cruzeiro,commercial,"weather, collision",27.0,19.0,0.7037037037037037
06/25/1958,,"Mohanbari, India",Southern Asia,Indian Airlines,commercial,"mechanical, cfit",7.0,7.0,1.0
06/27/1958,00:30,"Near Chicopee Falls, Massachusetts",Northern America,Military - U.S. Air Force,military,"mechanical, cfit, pilot_error",15.0,15.0,1.0
07/09/1958,,"Dhaka, Baangladesh",Southern Asia,Indian Airlines,commercial,mechanical,3.0,3.0,1.0
08/09/1958,01:14,"Benghazi, Libya",Northern Africa,Central African Airways,commercial,mechanical,54.0,36.0,0.6666666666666666
08/12/1958,,"Sakiya Saugye, Japan",Eastern Asia,All Nippon Airways,commercial,"mechanical, cfit",33.0,33.0,1.0
08/12/1958,,"Maraso Bay, Brazil",South America,LANSA,commercial,undetermined,10.0,10.0,1.0
08/14/1958,03:45,"North AtlantiOcean, 100 miles W of Galway Bay, Ireland",Northern Europe,KLM Royal Dutch Airlines,commercial,cfit,99.0,99.0,1.0
08/15/1958,,"Nantucket, Massachusett",Northern America,Northeast Airlines,commercial,weather,34.0,24.0,0.7058823529411765
08/15/1958,,"Near Chita, Russia",Eastern Europe,Aeroflot,commercial,"weather, pilot_error",64.0,64.0,1.0
09/02/1958,,"Sasnashen, Russia",Eastern Europe,Military - U.S. Air Force,military,shot_down,17.0,17.0,1.0
09/02/1958,,"London, England",Northern Europe,Independent Air Travel,commercial,"mechanical, pilot_error",3.0,3.0,2.3333333333333335
09/02/1958,06:10,Off Guam,Micronesia,Military - U.S. Air Force,military,fire,19.0,19.0,1.0
09/05/1958,,"Campina Grande, Brazil",South America,Loide Aereo Nacional,commercial,pilot_error,18.0,13.0,0.7222222222222222
09/08/1958,,"Near Fairchild AFB, Washington DC",Northern America,Military - U.S. Air Force / U.S. Air Force,military,"mechanical, weather, pilot_error",16.0,13.0,0.8125
09/09/1958,,"Mount Oyama, Japan",Eastern Asia,Flying Tiger Line,commercial,cfit,8.0,8.0,1.0
09/15/1958,,"Triel, France",Western Europe,Military - U.S. Air Force,military,collision,15.0,15.0,1.0
09/29/1958,,Over the Mediterranean Sea,unknown,Middle East Airlines,commercial,cfit,5.0,5.0,1.0
10/09/1958,,"Payette, Idaho",Northern America,Military - U.S. Air Force,military,"fire, cfit",19.0,19.0,1.0
10/14/1958,00:22,"Mt. Alto del Cedro, Venezuela",South America,Linea Aeropostal Venezolana,commercial,"cfit, pilot_error",23.0,23.0,1.0
10/15/1958,,"Villa Montes, Bolivia",South America,TAM (Bolivia),commercial,cfit,20.0,20.0,1.0
10/17/1958,,"Near Kanash, Russia",Eastern Europe,Aeroflot,commercial,"fire, weather, pilot_error",80.0,80.0,1.0
10/18/1958,,"Placentia Bay, Canada",Northern America,Military - U.S. Navy,military,unknown,29.0,11.0,0.3793103448275862
10/22/1958,11:50,"Anzio, Italy",Southern Europe,British European Airways,commercial,collision,31.0,31.0,1.0
11/01/1958,02:01,"Nipe Bay, Cuba",Caribbean,Cubana de Aviacion,commercial,"sabotage, fuel",20.0,17.0,0.85
11/03/1958,20:00,"Near Roccatamburo di Poggiodomo, Italy",Southern Europe,Yemen Airlines,commercial,"cfit, pilot_error",8.0,8.0,1.0
11/08/1958,,"La Paz, Bolivia",South America,TAM (Bolivia),commercial,undetermined,3.0,3.0,1.0
11/09/1958,13:21,North AtlantiOcean,unknown,ARTOP Aerotopografica LDA,commercial,undetermined,36.0,36.0,1.0
11/16/1958,,"Fort Collins, Colorado",Northern America,Capitol Airways,commercial,"mechanical, weather",2.0,2.0,1.0
12/04/1958,17:15,"Guadarrama Mountains, Spain",Southern Europe,Aviaco,commercial,"mechanical, weather",21.0,21.0,1.0
12/24/1958,11:58,"Winkton, England",Northern Europe,BOAC,commercial,"weather, cfit",12.0,9.0,0.75
12/26/1958,12:52,"Salisbury, Zimbabwe",Eastern Africa,Union Aeromaritime de Transport,commercial,"weather, cfit, pilot_error",70.0,3.0,0.04285714285714286
12/30/1958,,"Rio de Janeiro, Brazil",South America,VASP,commercial,"mechanical, pilot_error",37.0,21.0,0.5675675675675675
01/13/1962,,"Near Tippi, Ethiopia",Eastern Africa,Ethiopian Airlines,commercial,cfit,18.0,5.0,0.3333333333333333
01/06/1959,11:20,"Mt. Pena Blanca, Guatemala",Central America,Sahsa Airlines,commercial,"weather, cfit",5.0,5.0,1.0
01/08/1959,20:32,"Mt. Holston, Tennessee",Northern America,Southeast Airlines,commercial,"mechanical, cfit",10.0,10.0,1.0
01/11/1959,,"Rio de Janeiro, Brazil",South America,Lufthansa,commercial,"mechanical, weather, cfit",39.0,36.0,0.9230769230769231
01/14/1959,,"Panther Peak, California",Northern America,California Air Freight,commercial,cfit,2.0,2.0,1.0
01/16/1959,21:40,"Off Mar del Plata, Argentina",South America,Austral Lineas Aeras (Argentina),commercial,"cfit, pilot_error",52.0,51.0,0.9807692307692307
01/21/1959,,"Near Merida, Venezuela",South America,Linea Expresa Bolivar,commercial,"weather, cfit",4.0,4.0,1.0
01/22/1959,15:00,"Dabouk, Jordan",Western Asia,Air Jordan,commercial,"weather, cfit",15.0,10.0,0.6666666666666666
01/27/1959,06:10,"Brindisi, Italy",Southern Europe,Air Charter,commercial,"fire, weather, pilot_error",6.0,2.0,0.3333333333333333
02/01/1959,23:37,"Kerrville, Texas",Northern America,General Airways,commercial,"mechanical, weather, cfit",28.0,3.0,0.10714285714285714
02/03/1959,01:00,"Mason City, Iowa",Northern America,Dwyer Flying Service - Private Charter,civilian,weather,4.0,4.0,1.0
02/03/1959,23:56,"La Guardia Airport, New York, NY",Northern America,American Airlines,commercial,"mechanical, weather, cfit",73.0,65.0,0.8904109589041096
02/17/1959,16:00,"Gatwick, Surrey, England",Northern Europe,Turkish Airlines (THY),commercial,"fire, mechanical, weather, cfit",24.0,14.0,0.5833333333333334
02/18/1959,,"Belen, Chile",South America,Southern Cross Airways,commercial,"mechanical, pilot_error",5.0,5.0,1.0
11/21/1959,,"Beirut, Lebanon",Western Asia,Ariana Afghan Airlines,commercial,"fire, mechanical, pilot_error",27.0,24.0,0.8888888888888888
03/05/1959,11:35,"Managua, Nicaragua",Central America,TACA,commercial,"mechanical, collision, cfit",19.0,15.0,0.7894736842105263
03/12/1959,14:10,"Tobu, India",Southern Asia,Indian Airlines,commercial,"weather, cfit",7.0,5.0,0.7142857142857143
03/13/1959,08:00,"Mahon, Spain",Southern Europe,Aviaco,commercial,weather,18.0,1.0,0.05555555555555555
03/29/1959,,"Near Banga, Central African Republic",Middle Africa,Union Aeromaritime de Transport,commercial,cfit,9.0,9.0,1.0
03/29/1959,10:45,"Near Silchar, India",Southern Asia,Indian Airlines,commercial,"mechanical, weather",24.0,24.0,1.0
03/30/1959,,"Alma, Georgia",Northern America,Riddle Airlines,commercial,"fire, pilot_error",2.0,2.0,1.0
04/17/1959,,"Puerto Kino, Mexico",Central America,Tigres Voladores,commercial,"sabotage, fire",26.0,26.0,1.0
04/23/1959,,"Van, Turkey",Western Asia,Air Charter,commercial,cfit,12.0,12.0,1.0
04/29/1959,16:00,"Valdemeca, Spain",Southern Europe,Iberia Airlines,commercial,weather,28.0,28.0,1.0
05/02/1959,21:12,"Mallorca, Spain",Southern Europe,Austria-Flugdienst,commercial,cfit,5.0,5.0,1.0
05/12/1959,15:29,"Charleston, West Virginia",Northern America,Capital Airlines,commercial,"fire, weather",44.0,2.0,0.045454545454545456
05/12/1959,16:13,"Chase, Maryland",Northern America,Capital Airlines,commercial,"mechanical, weather",31.0,31.0,1.0
05/13/1959,,"Near Toumavista, Peru",South America,Transportes Aereos Peruanas,commercial,cfit,12.0,12.0,1.0
05/15/1959,,"Off Mar del Plata, Aregntina",South America,Aerolineas Argentinas,commercial,cfit,10.0,10.0,1.0
05/21/1959,,"Moro, Peru",South America,Lineas Aéreas Interpolar,commercial,cfit,8.0,8.0,1.0
06/01/1959,,Nicaragua,Central America,Aerolineas Nacionales,commercial,shot_down,60.0,60.0,1.0
06/23/1959,,"Cerros Baco, Peru",South America,AVIANCA,commercial,cfit,14.0,14.0,1.0
06/26/1959,17:35,"Near Varese, Lombardia, 20 miles NW of Milan, Italy",Southern Europe,Trans World Airlines,commercial,"fire, mechanical, weather",68.0,68.0,1.0
06/30/1959,10:35,"Ishikawa City, Ryukyu Island, Okinawa",Eastern Asia,Military - U.S. Air Force,military,"fire, mechanical",1.0,0.0,17.0
08/03/1959,10:30,"Sagone, India",Southern Asia,Kalinga Airlines,commercial,pilot_error,6.0,6.0,1.0
08/14/1959,17:14,"Karachi, Pakistan",Southern Asia,Pakistan International Airlines,commercial,mechanical,3.0,2.0,0.6666666666666666
08/15/1959,16:42,"Calverton, New York",Northern America,American Airlines,commercial,"mechanical, pilot_error",5.0,5.0,1.0
08/19/1959,,"Near Barcelona, Spain",Southern Europe,Transair,commercial,cfit,32.0,32.0,1.0
08/27/1959,,"Near Asuncion, Paraguay",South America,Aerolineas Argentinas,commercial,pilot_error,50.0,2.0,0.04
09/02/1959,,"Abilene, Texas",Northern America,Aaxico Airlines,commercial,"mechanical, pilot_error",2.0,2.0,1.0
09/08/1959,,"Poza Rica, Mexico",Central America,Mexicana,commercial,"sabotage, fire",16.0,1.0,0.0625
09/12/1959,,"Near Tegucigalpa, Honduras",Central America,Pan American World Airways,commercial,cfit,3.0,3.0,1.0
09/23/1959,18:40,"Sao Paulo, Brazil",South America,VASP,commercial,undetermined,20.0,20.0,1.0
09/24/1959,22:24,"Bordeaux, France",Western Europe,T.A. Intercontinentaux (France),commercial,cfit,65.0,53.0,0.8153846153846154
09/24/1959,17:20,"Great Sitkin Island, Alaska",Northern America,Reeve Aleutian Airlines,commercial,"cfit, pilot_error",16.0,16.0,1.0
09/29/1959,23:09,"Buffalo, Texas",Northern America,Braniff Airlines,commercial,mechanical,34.0,34.0,1.0
10/26/1959,20:18,"Santa Maria, California",Northern America,PacifiAir Lines,commercial,"fire, mechanical",19.0,1.0,0.10526315789473684
10/29/1959,15:25,"Athens, Greece",Southern Europe,OlympiAirways,commercial,mechanical,18.0,18.0,1.0
10/30/1959,20:40,"Waynesborough, Virginia",Northern America,Piedmont Airlines,commercial,"cfit, pilot_error",27.0,26.0,0.9629629629629629
11/04/1959,23:07,"St. Cleophas, Quebec, Canada",Northern America,Wheeler Airlines,commercial,"fire, mechanical",5.0,5.0,1.0
11/16/1959,00:55,Gulf of Mexico,unknown,National Airlines,commercial,"sabotage, fire",42.0,42.0,1.0
11/16/1959,,"Lvov, Ukraine, USSR",Eastern Europe,Aeroflot,commercial,unknown,40.0,40.0,1.0
11/24/1959,05:35,"Chicago, Illinois",Northern America,Trans World Airlines,commercial,"fire, mechanical, cfit",3.0,3.0,3.6666666666666665
12/01/1959,09:47,"Willamsport, Pennsylvania",Northern America,Allegheny Airlines,commercial,"mechanical, cfit",26.0,25.0,0.9615384615384616
12/08/1959,16:57,"Off Cartagena, Colombia",South America,Sociedad Aeronautica Medellin,commercial,mechanical,45.0,45.0,1.0
12/13/1959,,"Near Tashkent, Uzbekistan, USSR",Eastern Europe,Aeroflot,commercial,cfit,29.0,29.0,1.0
12/17/1959,02:20,"Ketchikan, Alaska",Northern America,California Aircraft,commercial,mechanical,3.0,3.0,1.0
12/21/1959,07:16,"Rome, Italy",Southern Europe,Alitalia,commercial,unknown,2.0,2.0,1.0
12/22/1959,,"Rid de Janeiro, Brazil",South America,VASP,commercial,"mechanical, collision",33.0,33.0,1.303030303030303
12/24/1959,05:00,"Palembang, Indonesia",South-eastern Asia,Garuda Indonesia Airlines,commercial,"mechanical, weather, pilot_error",2.0,1.0,0.5
12/31/1959,,"Near San Jose de Chiquitos, Bolivia",South America,Lloyd Aereo Boliviano,commercial,unknown,11.0,11.0,1.0
01/03/1960,10:40,"Taksing, India",Southern Asia,Indian Airlines,commercial,pilot_error,9.0,9.0,1.0
01/06/1960,02:38,"Wilmington/Bolivia, North Carolina",Northern America,National Airlines,commercial,"sabotage, fire",34.0,34.0,1.0
01/10/1960,15:38,Gulf of Sirte,unknown,Military - U.S. Army,military,undetermined,10.0,10.0,1.0
01/18/1960,22:19,"Charles City, Virginia",Northern America,Capital Airlines,commercial,"fire, mechanical, weather, cfit, pilot_error",50.0,50.0,1.0
01/19/1960,18:47,"Ankara, Turkey",Western Asia,Scandinavian Airlines (SAS),commercial,cfit,42.0,42.0,1.0
